complaint_id,product,sub_product,issue,company,state,city,zip_code,status,company_response_to_consumer,timely_response,consumer_disputed,response_time_days
100070,Bank Account,Interest rate,Fees,Acme Bank,Pa,Miami,66151,In Progress,In progress,No,FALSE,29
101032,Debt Collection,Rewards,Billing disputes,,Fl,New York,53086,,In progress,No,,21
101627,Student Loan,Collections,Identity theft,,Fl,Miami,57822,In Progress,,Y,No,28
101298,Student  Loan,Collections,Identity theft,United Credit,,,60855,In Progress,Closed with explanation,,No,3
101576,Credit Card,,Billing disputes,,,,83216,Open,In progress,FALSE,TRUE,-1
101249,Credit Reporting,Rewards,Fees,United Credit,,,87172,Open,,Yes,TRUE,23
101339,,Collections,Billing disputes,FinServ Co,Fl,,,Closed,Closed with explanation,,,52
101244,Credit Reporting,Interest rate,Identity theft,,Pa,Atlanta,69403,Resolved,In progress,No,No,9
100261,Student Loan,Rewards,Identity theft,Acme Bank,Tx,Detroit,00123,Closed,,No,No,40
101081,Mortgage,Interest rate,Identity theft,,Pa,Miami,38673,  ,Closed with explanation,Yes,,0
100125,Bank Account,,Other,,Pa,Columbus,90120,Resolved,,N,FALSE,44
101974,Mortgage,Collections,Billing disputes,FinServ Co,Nc,Miami,28136,Open,Closed with explanation,,,41
101975,Student Loan,Rewards,Collection harassment,Acme Bank,,,57642,Closed,,,Y,39
100780,Bank Account,Interest rate,Identity theft,,Nc,Detroit,00000,Resolved,,,FALSE,43
100976,Mortgage,Interest rate,Identity theft,,Fl,Los Angeles,77068,Closed,,No,,12
100486,Debt  Collection,Collections,Fees,Acme Bank,Ga,,53615,Closed,,N,No,35
101103,Bank Account,,Incorrect information, ,Fl,Miami,13395,Closed,,FALSE,,1
101706,Credit Card,Fixed loan,Identity theft,Metro Loans,Fl,Charlotte,84468,In Progress,Closed with explanation,No,Y,42
100257,Mortgage,Collections,Other,Metro Loans,Il,,54929,Resolved,Closed,N,No,47
100484,Credit Card,Adjustable loan,Fees,Acme Bank,Nc,Miami,00000,,Closed with explanation,N,No,19
100810,Credit Reporting,Fixed loan,Collection harassment,,Il,Chicago,22256,Closed,Closed with explanation,,,41
100706,Student Loan,Fixed loan,Fees,FinServ Co,,Philadelphia,47485,  ,,TRUE,FALSE,1
100538,Student Loan,Fixed loan,Collection harassment,Metro Loans,,New York,,In Progress,Closed,,,53
100544,Student Loan,Collections,Collection harassment,United Credit,Nc,New York,49145,Open,,Yes,No,49
100178,Credit Card,Rewards,Incorrect information,Acme Bank,Ny,,67365,Open,,N,,11
100917,,,Other,Northstar Finance,Pa,Los Angeles,35257,In Progress,In progress,N,No,45
100623,Credit Reporting,Interest rate,Collection harassment,Acme Bank,Nc,Detroit,28862,  ,,No,,49
101636,Credit Card,Collections,Collection harassment,United Credit,Ga,Chicago,11602,Open,,TRUE,Y,34
101379,Credit Reporting,Interest rate,Incorrect information,United Credit,,,93464,,Closed,TRUE,N,23
100196,Credit Reporting,Rewards,Billing disputes,Acme Bank,Mi,Los Angeles,61657,  ,,No,,31
100998,Student  Loan,Adjustable loan,,,Fl,Los Angeles,00123,Resolved,,,Y,59
100146,Student Loan,Fixed loan,Fees,Acme Bank,Tx,Charlotte,20257,,,No,Yes,51
100543,Mortgage,Adjustable loan,Billing disputes,,Ga,Chicago,20278,Closed,In progress,N,Y,44
101688,Bank Account,Interest rate,Identity theft,United Credit,Pa,Los Angeles,60164,Closed,,FALSE,FALSE,4
101365,Bank Account,Rewards,Incorrect information,,Il,,76507,Resolved,Closed,Yes,TRUE,55
100633,Bank Account,Adjustable loan,Collection harassment,,Ga,Los Angeles,47840,Open,Closed,Yes,Yes,9
101840,Bank Account,,Collection harassment,United Credit,,,00000,Open,In progress,,TRUE,44
101565,Mortgage,,,,,Miami,25862,  ,Closed,,,-4
101370,Credit Card,Rewards,Collection harassment,Metro Loans,,Chicago,00123,Open,In progress,Yes,,38
101390,Credit Card,Fixed loan,,Metro Loans,Ga,Charlotte,,Open,,,,48
100519,Debt Collection,Adjustable loan,Identity theft,,,Columbus,44963,Closed,,N,Y,18
101766,Mortgage,,,Metro Loans,Nc,Miami,54006,  ,In progress,,,56
101864,Credit Card,Collections,Incorrect information,Metro Loans,Fl,Miami,62299,  ,Closed,N,,-4
100765,Student Loan,Adjustable loan,Collection harassment,,Fl,Detroit,81430,Resolved,,Yes,Y,40
100465,Student Loan,,Collection harassment,Metro Loans,Ca,Detroit,75671,Open,Closed,,FALSE,-1
101686,Credit Card,Collections,Incorrect information,Metro Loans,Nc,Los Angeles,73570,Closed,,,No,32
101536,Credit Reporting,,Collection harassment,Northstar Finance,Fl,Chicago,,Closed,,N,TRUE,7
100194,Credit Card,Adjustable loan,Collection harassment,United Credit,Ga,Los Angeles,00000,Closed,Closed with explanation,Yes,TRUE,15
100174,Student Loan,Rewards,Identity theft,Acme Bank,Pa,Charlotte,45798,Open,,TRUE,,34
100430,Debt Collection,Adjustable loan,Other,United Credit,,Columbus,,In Progress,Closed with explanation,TRUE,FALSE,57
101405,Bank Account,Rewards,Incorrect information, ,Il,,00123,In Progress,Closed,,Yes,57
100203,,Fixed loan,Identity theft,United Credit,,Atlanta,95385,,In progress,FALSE,TRUE,-5
100708,Debt  Collection,Adjustable loan,Billing disputes,,Ga,,12300,,Closed,TRUE,Y,27
101967,Student Loan,Fixed loan,Other,Northstar Finance,,New York,,Resolved,,Y,,53
101579,Debt Collection,Collections,Incorrect information, ,Mi,Houston,73352,Closed,,TRUE,N,35
101655,,,Incorrect information,Metro Loans,,New York,00123,Closed,,No,,34
101118,Student Loan,Interest rate,Billing disputes,,Ny,,79856,Closed,,Yes,FALSE,51
100364,Student Loan,Adjustable loan,Collection harassment,,Oh,New York,45379,  ,,N,,31
101102,Bank Account,Adjustable loan,Billing disputes,,Pa,,16028,,,,TRUE,14
100583,Credit Reporting,,,Acme Bank,Pa,Miami,22687,In Progress,,N,Y,3
100442,Credit  Card,Adjustable loan,Billing disputes,United Credit,,Charlotte,24733,Open,Closed with explanation,No,Y,1
101994,Credit  Card,Collections,Fees,United Credit,Pa,Detroit,,Resolved,,,FALSE,12
100529,Credit Card,Fixed loan,Billing disputes,Northstar Finance,Nc,Charlotte,63553,,Closed with explanation,TRUE,N,26
101288,Mortgage,Interest rate,Fees,FinServ Co,Mi,Miami,69896,Open,Closed,,Y,0
100481,Bank Account,,Collection harassment,United Credit,Ga,Detroit,00000,Resolved,Closed with explanation,TRUE,Y,35
101205,Mortgage,Collections,Collection harassment,United Credit,Pa,Miami,00000,Open,Closed,,Yes,54
100379,Credit Reporting,Rewards,Fees,Northstar Finance,Mi,,97329,Resolved,Closed,Y,TRUE,56
100066,Student Loan,Adjustable loan,Incorrect information,Metro Loans,Pa,,61671,Closed,,Y,Yes,1
100001,Mortgage,Collections,Collection harassment,,Fl,Miami,43383,Resolved,,,N,9
100850,Bank Account,Adjustable loan, ,Metro Loans,Fl,Charlotte,40770,In Progress,,N,,25
100222,Mortgage,Fixed loan,Other,,,Miami,30777,Closed,In progress,FALSE,No,8
100089,Credit Card,Rewards,Billing disputes,,Fl,New York,,  ,,TRUE,TRUE,-4
100288,Credit Card,Fixed loan,Collection harassment,FinServ Co,Mi,New York,94567,Resolved,Closed,,N,56
100168,Credit  Card,Collections,Fees,Metro Loans,Tx,,63379,In Progress,,FALSE,Yes,41
100947,Credit Reporting,Fixed loan,Billing disputes,,Il,New York,42120,  ,In progress,,,44
101372,Mortgage,Interest rate,Collection harassment,,,New York,59484,Resolved,Closed,,,39
100594,Mortgage,Collections,,Acme Bank,Oh,Chicago,94882,  ,,TRUE,TRUE,30
101723,Student  Loan,Collections,Collection harassment,Acme Bank,Ny,Houston,87051,In Progress,Closed,,TRUE,37
100823,Bank Account,,Fees,Metro Loans,Pa,Miami,48276,Closed,Closed,Y,No,19
100016,Mortgage,Rewards,Incorrect information,,Ny,Atlanta,72865,  ,In progress,Y,N,39
100684,Bank Account,,Incorrect information,Acme Bank,,Detroit,68996,Open,,Yes,Yes,30
101695,,Collections,Billing disputes,Acme Bank,,Detroit,47530,  ,In progress,Y,,6
101367,Debt Collection,Fixed loan,Identity theft,,,Los Angeles,97506,Open,,No,TRUE,16
100735,Student  Loan,Adjustable loan,Identity theft,,Ny,,79275,Closed,,Y,Yes,-4
100512,Credit Card,Adjustable loan,Identity theft,,Tx,Houston,61879,Open,,Yes,No,0
100282,Student Loan,Rewards,Other,,,,,Open,Closed with explanation,Y,No,-3
100217,Bank Account,Adjustable loan,Other,United Credit,Fl,,11979,In Progress,Closed,Yes,Y,49
101437,Debt  Collection,,Collection harassment,FinServ Co,Il,Philadelphia,94423,In Progress,,TRUE,Yes,18
100698,Bank Account,Adjustable loan,Other,Metro Loans,,,00123,Resolved,In progress,N,No,41
101823,Debt Collection,Interest rate,Other,Acme Bank,Nc,Los Angeles,56772,,Closed with explanation,No,Y,36
101335,Student Loan,Fixed loan,Collection harassment,FinServ Co,Nc,,17417,In Progress,Closed,,No,56
101458,Student Loan,Interest rate,Billing disputes,Acme Bank,Tx,Chicago,81758,,,FALSE,N,21
101241,Credit Reporting,Collections,,Northstar Finance,Il,Charlotte,46392,Resolved,Closed,FALSE,,46
100117,Credit Reporting,Collections,Other,Acme Bank,,,77326,Closed,,,,21
100864,Debt  Collection,Fixed loan,Collection harassment,Acme Bank,Fl,New York,,  ,,Y,FALSE,23
100033,Credit Reporting,Fixed loan,,Metro Loans,Fl,Detroit,37267,,Closed,Y,Y,14
101284,,Adjustable loan,Fees,FinServ Co,Nc,,19145,,Closed with explanation,TRUE,Yes,5
101730,Credit Card,Adjustable loan,Identity theft,,Il,Miami,63719,Open,,,FALSE,35
100150,Bank Account,Collections,Identity theft,FinServ Co,Ny,Miami,91352,  ,In progress,Y,Yes,51
100806,Mortgage,Rewards,Collection harassment, ,Ny,Atlanta,97086,In Progress,Closed with explanation,,N,52
101297,Credit Card,Interest rate,Collection harassment,,Oh,Miami,00000,Open,,FALSE,N,-4
101982,Mortgage,Adjustable loan,Identity theft,Acme Bank,,,98581,Open,,Yes,Y,28
100296,Debt  Collection,,Collection harassment,,,New York,27514,In Progress,Closed with explanation,,,58
101768,Student Loan,Interest rate,Billing disputes,Northstar Finance,Ga,,12674,  ,In progress,TRUE,,37
100989,Credit Card,,Collection harassment,Metro Loans,Tx,Miami,00123,Resolved,Closed with explanation,N,No,42
100293,Student Loan,Fixed loan,Identity theft,,Tx,,64881,Resolved,,Y,,55
100644,Credit  Card,Interest rate,Identity theft,,,,37700,,Closed with explanation,,,-2
